,Sujetos,lematizado,texto_crudo,coherencia_evolucion,coherencia_evolucion_normalizada
25,26,venir almorcé clase 8 mañana 2 tarde laboratorio mecánico termodinámica comer entonces bajar almorzar pizza traer casa persona salir ahorita lindo detalle aquí casi vender pizza hawaiano entonces comprar latita piña ananá poner pizza comprar coca cola dejar tomar coca cola aquí único lugar poder tomar coca cola nadie ver preguntar franco quedar edificio escuchar audio ubicar entonces preguntar franco franco abrir google map ahí mostrar venir saber ir hablar subir baño cepillar diente,"Antes de venir almorcé, porque tuve clases de 8 de la mañana a 2 de la tarde laboratorio de mecánica y termodinámica, y no había comido nada entonces bajé a almorzar pizza que traía de la casa de la persona con la que estoy saliendo ahorita, que fue un lindo detalle porque aquí casi no venden pizza hawaiana y entonces él compró una latita de piña, de ananá y le puso a la pizza. Y me compré una coca cola porque no me dejan tomar coca cola y aquí es el único lugar donde puedo tomar coca cola sin que nadie me vea. 
Le pregunté a Franco que de donde quedaba este edificio porque escuché el audio y como que no me ubicaba entonces le pregunté a Franco, y Franco me abrió el google maps y ahí me mostró. Y antes de venir como no sabía con quien iba a hablar ni nada subí al baño y me cepillé los dientes.",[0.52815632 0.55562747 0.60189241],"[0.8106093065633547, 0.8527717591180438, 0.9237787597550555]"
26,27,buen venir inmediatamente venir hacer tiempo después salir cálculo parcialito programación hacer par ejercicio resolver ecuación diferencial distinto método programar él manera diferente 60 70 persona dividir dos aula menos 30 cada dos ayudante segundo dos ayudante primero buen tocar computadora cerca puerta tocado andar bien internet así cambiar parcialito relativamente fácil problema cómo llamar sintaxis hacer ejercicio resolver medio hora hora medio corregir numerito equivocado cosito caso patológico funcionar desayunar casa matecito llegar acá comprar café uno medialuna teórico cálculo pasar medio venirsí buen almorzar chico hacer tiempo cálculo tommy chulo luna crucir caro cami crucé grupito luca emi maia manu saber baño salir casi chapo manu saludamos encaramos dos mismo lado incómodo tirar café buzo así refregar baño justo hoy traer buzo blanco buen después comer caer vicky juan conocer hacer amigo amigo día,"Bueno, antes de venir, yo... Inmediatamente antes de venir, estaba haciendo tiempo después de salir de cálculo, tuve un parcialito de programación, teníamos que hacer un par de ejercicios, resolver las ecuaciones diferenciales con distintos métodos, programarlo de manera diferente. Éramos como 60 o 70 personas, nos dividieron en dos aulas de más o menos 30 cada una, nosotros estábamos con los dos ayudantes de segunda, los dos ayudantes de primera estaban en el otro. Bueno, me tocó una computadora que estaba cerca de la puerta, antes que eso me había tocado otra, pero no andaba bien, no tenía internet, así que me tuve que cambiar. El parcialito estuvo relativamente fácil, hubo muchos problemas de lo que tenía que... ¿Cómo se llama esto? De la sintaxis de lo que estábamos haciendo, o sea, todo el ejercicio estaba resuelto en media hora, pero estuve una hora y media corrigiendo numeritos que me había equivocado, cositas, casos patológicos que no funcionaban. Y antes de eso, no, desayuné en casa, y con unos matecitos, llegué acá, me compré un café y unas medialunas, tuvimos la teórica de cálculo antes de todo eso. Y eso es todo lo que pasó en media antes de venir.
Sí, bueno, almorcé con los chicos antes de hacer tiempo entre el cálculo y esto, estábamos Tommy, Chula, Luna y yo, me crucé a Caro, Cami, me crucé al grupito de Luca, Emi, Maia, Manu, no sé qué, en el baño saliendo casi me chapo con Manu porque nos saludamos y como que encaramos con los dos para el mismo lado, y fue muy incómodo. Me tiré el café en el buzo, así que lo estuve refregando un poco en el baño, que más que más, justo hoy traigo el buzo blanco. Bueno, después cuando estábamos comiendo cayeron Vicky y Juan, que son los que conocimos hace poco por amigo de amigos, y eso fue todo el día.","[0.64673634 0.66377758 0.64681126 0.63945324 0.63488955 0.65021384
 0.62122782 0.62927639 0.68303955]","[0.9990824670359703, 1.025407892697171, 0.9991982013215622, 0.9878314951024495, 0.9807814815959257, 1.0044545323183447, 0.959676746344435, 0.9721102355990853, 1.0551638984688418]"
27,28,despertar venir exagerado poder contar día verdad interesante día despertar 9 medio horario despertar yo siempre duchar cambiar venir acá tomar 160 creer 160 llegar corregir informe labo 2 corregido quedar corregir desastre malísimo informe igual poner 8 tanto mal profesor buen corregir informe almorzar primero almorzar después corregir informe alguno permutación poner escribir paper repente decir che creer hora venir hacer entrevista mandar mensaje hacer venir aca productivo día ver directoratomé mate sabrina amiga trabajar hoy entonces venir acá trabajar lado justo acá entonces tomar mate 20 minuto olvidado," Me desperté antes de venir muy exagerada. Te puedo contar mi día, la verdad es que no fue muy interesante mi día. Me desperté como a las 9 y media, porque es mi horario de despertarme siempre, me duché, me cambié y vine para acá. Tomé el 160 creo, sí, el 160. Llegué y tenía que corregir informe de labo 2, ya había corregido uno, pero me quedaba que corregir el otro, un desastre, malísimos esos informes. Igual les puse un 8, porque no soy tan mal profesor. Pero bueno, eso fue. Corregí el informe, fuimos a almorzar o primero fui a almorzar, después corregí el informe. O alguna de esas permutaciones. Y me puse a escribir un paper, y de repente dije, che, ya creo que es hora de venir a hacer la entrevista y te mandé un mensaje. Eso fue todo lo que hice antes de venir aca. No fue muy productivo mi día, que no vea esto mi directora.
Tomé mates con Sabrina, una amiga mía, que trabaja hoy, entonces ella viene acá, ella trabaja en otro lado y justo estaba acá, entonces tomamos mates unos 20 minutos. Me había olvidado de eso. ","[0.45667864 0.43929214 0.40632389 0.41792637 0.44039061 0.44089062
 0.45354594 0.45660209 0.51035406 0.59713361 0.55044552 0.499742
 0.62225139]","[0.8074990234723276, 0.7767562148012314, 0.7184617800143588, 0.7389772719574852, 0.7786985315537658, 0.779582650752832, 0.801959789065854, 0.8073636739736566, 0.9024078874033328, 1.0558514545053423, 0.9732975889400943, 0.8836436486724364, 1.1002647135378307]"
28,29,preparar video trabajo hacer tesis cuarto vez rehago video director tesis pedir serie detalle específico pedir modificár fuente luz video ángulo incidir tratar falsificar manera ver mismo dar él mejor perspectiva producto tratar vender salir laboratorio camino acá llamar atención altura laboratorio bajo temperatura quedar esperar afuera dejar pasar seguridadestá nublado holer humo fresco día día general saber parecer llamativo,"Estuve preparando un video para un trabajo que estoy haciendo de la tesis. Es la cuarta vez que rehago ese video. Mi directora de tesis me pidió una serie de detalles específicos. Pidió que modificáramos la fuente de luz del video, el ángulo en el que incide, y que tratemos de falsificar un poco la manera en la cual se ve el mismo para darle mejor perspectiva al producto que estamos tratando de vender. Salí del laboratorio y en el camino para acá me llamó la atención la altura que tiene el laboratorio de bajas temperaturas. Y me quedé esperando afuera hasta que me dejaron pasar los de seguridad.
Está nublado, huele a humo, está fresco. Del día a día en general no sé nada que me parezca llamativo. ","[0.52913763 0.52064283 0.50755382 0.43154261 0.46773368 0.43727769
 0.4039655 ]","[0.8998673868357638, 0.8854208645045593, 0.8631612981856696, 0.7338943577975523, 0.7954419785061032, 0.7436476023262076, 0.686995894994795]"
29,30,buen venir cursar mefe método estadístico físico experimental parcial semana venir viernes entonces levanté temprano desayunar tostado jamón queso huevo café leche dos kiwis almorcé todavía cosa hambre después materia cursar primero práctica después teórico hacer trabajo computacional hoy avanzar bastante trabajo 37 venir colectivo 37 bastante vacío hoy subir después siempre explotar mañana saber pensar ir llegar temprano llegar menos 5 tipo ahí justito siempre bastante tránsito hoy saber," Bueno, antes de venir estaba cursando MEFE, o sea, Métodos Estadísticos para Física Experimental, que tenemos el parcial la semana que viene, el viernes. Entonces, antes de eso, me levanté temprano, desayuné una tostada con jamón, queso y huevo, un café con leche y dos kiwis. No almorcé todavía, cosa que tengo hambre. Después, en la materia que estamos cursando, primero tenemos la práctica, después la teórica, estamos haciendo un trabajo computacional, hoy avancé bastante en lo que es este trabajo y eso, no mucho más. 
El 37 estaba... o sea, vengo en el colectivo 37, estaba bastante vacío hoy cuando me subí. Después, como siempre, explota la mañana. No sé, pensaba que iba a llegar más temprano, pero llegué menos 5, tipo ahí justito como siempre. Y había bastante tránsito hoy, no sé por qué.","[0.4855346  0.4774257  0.55722114 0.53292574 0.49763761 0.55032393
 0.49744412]","[0.783398672564855, 0.7703151669744969, 0.8990632267434107, 0.8598631714230347, 0.8029266016273052, 0.8879347481961378, 0.8026144155222767]"
30,31,"buen venir acá cursar teoría cuántico campo materia optativo carrera recordar entrevista así salir temprano además comer salir ahí terminar igual estaba… profe terminar comentar detalle salir encontrar profe optativo saludar ver caminar puerta 1 pabellón 1 ahí encontrar ramón compañero secundario todo secundaria ahora cursar biología terminar carrera hacer tesis hablar cosa vida hablar rato dar cuenta hacer tarde ir comprar almuerzo buen dirección comprar yo almuerzo allá kiosco vender pancho dar cuenta ir llegar tiempo fila largo así caminar 0 mientras pensar hacer mirar hora faltar 20 minuto menos mandar mensaje cori ver dónde ir medio perdido encontrar zuley amigo conocer secundario pesar yo conocer haber hacer deporte 5 año buen 5 año mayor contar ir entrevista hablar día parcial cálculo parecer buen cansado altura camenar hacia pabellón 1 ahí comprar sanguchito miga rápido tener panza empezar caminar tranqui casi entrar pabellón industria salir pabellón 1 nunca entrar pabellón industria hablar zuley decir medio turbio decir escuchar historia pabellón industria después leer leer interpretar mensaje cory ir calle auto menos saber ahí hacer opción tomar camino zuley decidir acompañar yo acuerdo camenar pasto camenar parte descanso sillón pabellón industria leer cartel ahora acuerdo exactamente decir "" no cortar césped "" hacer chiste pasar largo calle auto mandar ahí llegar zona saber si emergencia caso incendio buen reunir gente carrera distinto carrera entendido significar cada mensaje ahí explicar zuley buen llegar edificio conocer edificio blanco suponer cori pesar nadie parecer raro edificio grande acuerdo hacer chiste decir biblioteca nacional parecer parecer parecer biblioteca nacional quedar parado lado monumento monumento chiquito parecido chiquito parecer único manera dar él referencia cori pesar ir saber si ir dar cuenta nadie nota monumento demasiado chiquito quedar parado ahí quedar parado esperar contestar mientras hablar zuley vida instagram uso instagram general muye whatsapp decir acuerdo decir instagram poder dejar usar él servir chamuyar ahí empezar hablar decir instagram usar cansar cansar cansar usar él así desinstal usar versión online tampoco recibir cargar ninguno mensaje mandar así momento contestar cori ahí justo contestar hablar sujeto arriba seguridad hecho advertencia tipo dejar auto dejar manera poder sacar decir fíjate déjal prendido poder llegar sacar saber después gritar quién esperar decir esperar alguien decir quién escuchar parecer medio sordo ruido preguntar nombre gritir corina escuchar gritar corina fuerte escuchar ahí hacer demanda decir señalar cabeza apuntar cabeza decir querer hacer él memoria decir decir pasar dentro caminar ahí despedir zuley ir descansar ahí después ir reunión grupo investigación encontrar cori entrar lugar saber dónde tirar envoltorio sándwiche mano comer así decidir guardar yo él parecer tacho lugar edificio parecer biblioteca nacional afuera hablar chica seguridad entender bien dicho tampoco decir nunca nombre asumir dar nombre dado cori ok seguramente camenar hacia pasillo entrar puerta transparente sentar especie escritorio hablar día hacer hablar estructura 3 materia cursar ahora junto preguntar hacer acá mostrar montón puerta nombre animal buen asumir ver animal realizar análisis neuronal buen igual venir venir agarra"," Bueno, antes de venir acá estaba cursando teoría cuántica de campos, una materia optativa de la carrera. Recuerdo que tenía una entrevista, así que salí más temprano, porque además tenía que comer algo. Salí de ahí un poco antes de que termine, igual ya estaba… el profe ya estaba terminando de comentar detalles y cuando salí me encontré con otros profes de otras optativas que tuve antes. No los saludé porque no me vieron. Y caminé para la puerta del 1, del pabellón 1, y ahí me encontré con Ramón, un compañero de la secundaria, de toda la secundaria, que ahora está cursando biología, estaba terminando la carrera, estaba haciendo la tesis, y hablamos de cosas de la vida. Hablamos un rato, me di cuenta que se me hacía tarde para ir a comprar un almuerzo, y bueno fui en dirección a comprarme el almuerzo, que sería allá en el kiosco donde venden panchos, pero me estaba dando cuenta de que no iba a llegar con el tiempo, porque la fila es larga. Así que caminé por el 0 mientras estaba pensando qué hacer, miraba la hora, faltaban 20 minutos, un poco menos, le mandé un mensaje a Cori para ver por dónde tenía que ir porque estaba medio perdido. Y me encontré con Zuley, un amigo que conozco también de la secundaria, a pesar de que no fue conmigo, lo conozco de haber hecho deporte con él todos los 5 años, bueno no los 5 porque él es un año mayor que yo. Y nada, le conté que tenía que ir a la entrevista, hablamos un poco sobre el día, sobre el parcial de cálculo, que parece que estaban todos, bueno, muy cansados ya a esta altura, y caminamos hacia el pabellón 1, ahí me compré unos sanguchitos de miga, algo rápido, para tener algo en la panza, y empezamos a caminar muy tranqui, casi entramos al pabellón de industrias porque salíamos del pabellón 1, yo nunca había entrado al pabellón de industrias, hablamos de eso con Zuley, él me dijo que era medio turbio, yo le dije que sí, que había escuchado historias del pabellón de industrias. Y después de eso leí que tenía que, o sea, leí e interpreté por los mensajes de Cory que tenía que ir por la calle de los autos, donde más o menos sabía que por ahí tenía que hacer, no había otra opción. Y nada, tomamos ese camino porque Zuley decidió acompañarme, y me acuerdo que caminamos por el pasto, no caminamos por la parte donde están los descansos, los sillones del pabellón de industrias, y leímos un cartel, que ahora no me acuerdo exactamente qué decía,“no cortar el césped” e hicimos un chiste sobre eso, y pasamos de largo y fuimos a la calle donde estaban los autos, y le mandamos por ahí, y llegamos a la zona, no sé si es de emergencia o de qué es, para el caso de que haya un incendio, o bueno, donde se reúnen la gente de las carreras, de distintas carreras. Yo no había entendido qué significaba cada mensaje, ahí me lo explicó Zuley, y bueno, llegamos al edificio que no conocía, a un edificio blanco que supuse que era donde estaba Cori, a pesar de que no había nadie, me pareció un poco raro, un edificio muy grande, me acuerdo que hizo un chiste diciendo ¿qué es esto, la biblioteca nacional, parece, me pareció que parecía la biblioteca nacional, y nos quedamos parados al lado de un monumento, un monumento muy chiquito, me había parecido muy chiquito, y que me pareció la única manera de darle referencia a Cori donde estaba, a pesar de que no iba a saber si se iba a dar cuenta, porque nadie nota ese monumento, es demasiado chiquito, y nos quedamos parados ahí, me quedé parado esperando que me contestara, mientras hablábamos con Zuley de la vida, de Instagram, del uso de Instagram en general, del muye, de whatsapp, de todo, y me dijo que, me acuerdo que me dijo que en Instagram no puede dejar de usarlo porque sirve para chamuyar, y ahí empezamos a hablar de eso, yo le dije que el Instagram yo no lo usaba más porque yo me cansé, me cansé porque, nada, me cansé de usarlo, así que me lo desinstalé y por eso estaba usando la versión online, y por eso tampoco me recibía ni cargaba ningún mensaje que me mandaban, así que en ese momento me contestó Cori, y ahí, no, justo antes que me conteste, me habló el sujeto de arriba, el seguridad, que le había hecho una advertencia a un tipo que había dejado el auto y lo había dejado de una manera en la que se lo podían sacar, y él le dijo fíjate, déjalo prendido porque se lo pueden llegar a sacar, qué sé yo, y después nos gritó a nosotros a quién estábamos esperando, yo le dije estábamos esperando a alguien, y me dijo a quién, no nos escuchaba porque parece que estaba medio sordo, había mucho ruido, y me preguntó el nombre, yo le grité Corina, no me escuchó, le tuve que gritar Corina más fuerte, no me escuchó, y ahí me hizo una demanda diciendo, como se señaló la cabeza, se apuntó la cabeza diciendo, te querís hacerle la memoria, le digo sí, y dijo pasa que está dentro, y caminé por ahí, me despedí de Zuley, que se iba a descansar por ahí porque después vamos a una reunión de un grupo de investigación, y me encontré con Cori, entré al lugar, no sabía dónde tirar el envoltorio de sándwiches que tenía en la mano, que ya me había comido, así que decidí guardármelo porque parece que no hay tachos en este lugar, en este edificio que se parece a la biblioteca nacional de afuera, y hablamos con una chica de seguridad, no entendí muy bien qué le había dicho porque tampoco dije nunca mi nombre ni nada, asumo que habrán dado mi nombre, lo habrá dado Cori, sí, ok, seguramente, y caminamos hacia un pasillo donde entramos a una puerta transparente y nos sentamos en una especie de escritorio y hablamos sobre el día, sobre qué estuvimos haciendo y también hablamos un poco de estructura 3, que es la materia que estamos cursando ahora juntos, y le pregunté qué se hacía acá y me mostró un montón de puertas con nombres de animales que bueno, asumimos que tienen que ver con animales que le realizan análisis neuronales y bueno, y todo eso sería igual ya cuando ya vine, o sea que antes de venir, ya no agarra eso.
","[0.63612754 0.61551345 0.65130079 0.64228569 0.62997967 0.62758617
 0.58339391 0.56108104 0.60789152 0.67114639 0.64301741]","[1.020591931360522, 0.9875190446753662, 1.044935641357332, 1.030471958330726, 1.0107284008763144, 1.0068883048080246, 0.9359870251617305, 0.9001886349293713, 0.9752905577607571, 1.076775573281164, 1.031645925559582]"
31,32,venir quedar casa amiga dormir así levanté baño comer banana salir tomar bondi venir acá hacer levantar yo lavar yo cara venir poner mucho alarma costar levantar yo poner 4 5 alarma dormir gatito casa ahí dos gatito solo durmir cama cómodo hermosamente cómodo así dormir súper bien quedar lejos caminar bastante cuadra tomar bondi barrio vivir así tomar bondi venir acá," Antes  de venir, me quedé en la casa de una amiga a dormir, así que me levanté, fui al baño, me comí una banana, salí, tomé el bondi y vine hasta acá. No hacía mucho más que levantarme, lavarme la cara y venir.
 Puse muchas alarmas y me costó mucho levantarme, puse como 4 o 5 alarmas. Dormimos con el gatito de la casa, estaba ahí, eran dos gatitos, uno solo durmió con nosotras, la cama era muy cómoda, hermosamente cómoda, así que dormí súper bien, me quedé un poco lejos, caminé bastantes cuadras para tomar el bondi, pero era un barrio que yo vivía antes, así que fui a tomar el bondi y vine hasta acá.
",[0.45581639 0.41845894 0.77768326],"[0.7220076318661872, 0.6628338847802553, 1.2318408510820922]"
32,33,buen levanté cansado así ordenar par cosa venir tipo plomero así arreglar casa desastre así dedicar dormir medio mal ayer rendir medio resolver parcial cabeza despertar bastante desagradable,"Bueno, nada, me levanté, estaba un poco cansada, así que ordené un par de cosas porque venía un tipo, un plomero o algo así para arreglar algo que tenemos en casa y era un desastre. Así que me dediqué a eso y nada más. Dormí medio mal porque ayer rendí y medio que me estaba resolviendo el parcial en cabeza cuando me desperté y fue bastante desagradable, pero nada más.",[0.56635988 0.6004414 ],"[0.8963594086626026, 0.9502991228133957]"
33,34,venir clase mefe llegar facultad… buen ir empezar principio levanté tarde cansado aunque dormir 9 hora … levanté fijar si auto preguntar viejo final llevar parada tomar bondi esperar 15 minuto bondi buen tomar bondi lleno después llegar acá bajar parada pabellón 1 bueno… llegar clase 50 minuto tarde fijar primero asomer aula ver si asiento libre cerca entrada dar mucho vergüenza entrar clase 50 minuto tarde ver lado roto vez sentir caer así buen sentir allá clase llegar ver clase dos hora clase principio intervalo medio hora tarde llegar comprar agua intervalo después volver clase 11 medio clase comprar tarta pollo sentir sala estudio ver clase teórico dos hora hacer hora venir acá,"Antes de venir, tuve la clase MEFE, o sea que llegué a la facultad… bueno vamos a empezar del principio. Me levanté, muy tarde, estaba cansado, porque aunque dormí como 9 horas… y nada, me levanté, me fijé si tenía el auto, le pregunté a mi viejo, al final me llevaron hasta la parada y me tomó el bondi, estuve esperando que en 15 minutos al bondi, pero bueno, me tomó el bondi y estaba un poco lleno. Y después llegué acá, me bajé a la parada del pabellón 1, y bueno…  llegué a la clase como 50 minutos tarde. Me fijé, primero me asomé un poco al aula, para ver si había asientos libres cerca de donde estaba la entrada, porque nada, me daba mucha vergüenza entrar a la clase como 50 minutos tarde. Y nada, vi que había uno al lado que estaba roto, en el que una vez me senté, y me caí, así que bueno, me senté allá. Y la clase, no llegué a ver mucho de la clase, pero nada, estuve dos horas en la clase, y en él principio del  intervalo, como media hora más tarde de que llegué, me compré un agua en el intervalo, y nada, y después volví a la clase y me fui a las 11 y media de la clase. Me compré una tarta de pollo, y me senté en la sala de estudio a ver las clases teóricas como dos horas, hasta que se hizo la hora de venir acá. 
",[0.663598   0.69420294 0.72502863 0.63756444 0.64763269 0.69161332],"[1.0531219490217194, 1.1016916077973582, 1.1506116158508712, 1.0118070055411663, 1.0277851920961132, 1.097581913716661]"
34,35,ir empezar principio levanté mañana desayunar matar fruto seco si fruto seco después bañar rápidamente parcial física 2 llegar tipo 11 así bañar salir tomar colectivo tomar dos colectivo 109 34 masomeno hacer siempre llegar facultad llegar físico 2 tomar parcial ahí parcial buen general responder consulta denunciado tres hora ayudante ahí hablar vida cosa f2 después salir comer pabellón 1 comer almuerzo menú universitario pabellón 1 ensalada ensalada medio bizarra empanadas combinación hacer gente pabellón 1 después comprar dos churro chocolate después pasar facultad mientras buscar juli toro encontrar encontrar gente cursar e4 amiga quedar charlar rato cursar e4 noriega estudiar cosa carrera caer juli toro buscar encontrar quedar hablar cosa hacer mismo grupo hacer tesis grupo hacer doctorado así quedar hablar cosa agujero negro cosa leer venir acá eh hablar almuerzo hablar sanela cómo parecer gente meca cuatri quejar sanela parecer interrumpar demás docente medio loco crack defender,"Voy a empezar por el principio. Me levanté, a la mañana, desayuné mate con unos frutos secos, si unos frutos secos, después me bañé rápidamente porque teníamos parcial de física 2, y nada, tenía que llegar tipo 11. Así que me bañé, salí, me fui a tomar el colectivo, me tomé dos colectivos, el 109 y el 34, que es masomenos lo que hago siempre, llegué a la facultad, llegué a física 2, estaban tomando parcial, estuve ahí, en el parcial, bueno, por lo general respondemos consultas y denunciados o lo que sea, estuve como tres horas con todos los otros ayudantes ahí, hablando de la vida y cosas de F2, y después salí, comimos. En el pabellón 1, comí el almuerzo de menú universitario del pabellón 1, que era ensalada, ensalada medio bizarra con empanadas, combinaciones que hace la gente  del pabellón 1. Y después me compré dos churros con chocolate, después pasé por la facultad mientras buscaba a Juli Toro, no lo encontré, pero encontré a gente que estaba cursando E4 amiga, me quedé charlando con ellos un rato, ellos fueron a cursar E4, me fui a la Noriega, a estudiar cosas de la carrera, y cayó Juli Toro, que no me estaba buscando, pero nos encontramos, nos quedamos hablando de cosas que tenemos que hacer, porque estamos en el mismo grupo, yo estoy haciendo la tesis con un grupo y él está haciendo el doctorado, así que nos quedamos hablando de cosas de agujeros negros y cosas que tenemos que leer, y me vine para acá. Eh... hablamos en el almuerzo, estuvimos hablando de Sanela, y de cómo parece que la gente de Meca de este cuatri se está quejando de Sanela, porque parece que interrumpe mucho a los demás docentes, y que está medio loco, pero es un crack, yo lo defendí, y... no, no mucho más que eso.
",[0.57067987 0.5622071  0.6132102  0.50496337 0.42991716],"[0.9364888917520386, 0.9225850372719208, 1.0062814105249351, 0.8286477448451668, 0.705496487106539]"
35,36,hacer venir hoy venir venir trabajo así terminar trabajar guardar computadora primero cubrir notebook después mochila agarrar justo dos taza dos bowlcito cereal cosa así quedar así agarrar yo saludar gente mesa trabajo bajar escalera cocina lavar saludar gente abajo abrir puerta salir caminar auto venir acá casi chocar sol justo dar importar medio sol dar cruce auto suerte frenar realmente visto así chocado salir bien llegar acá estacionar baño comprar café comprar agua hacer especie meriendo pasto volver ir baño después venir acá aquí acá facultad ejemplo crucir varios persona así saludar intercambiar palabra saber decir saber hacer foco levanté seis medio sonar primero alarma ignorar así esperar buen realidad levanté siete segundo alarma bañar trabajo mismo ruta hacer siempre raro distinto llegar estacionar caminar trabajo trabajo día común así saber resaltar así profundizar," ¿Qué hice antes de venir? Hoy antes de venir vengo del trabajo, así que nada, terminé de trabajar, guardé mi computadora primero, como en el cubre notebook y después en la mochila. Agarré, tenía justo dos tazas y dos bowlcitos con cereales y cosas así que habían quedado, así que los agarré conmigo, saludé a la gente que estaba en la mesa de trabajo, bajé las escaleras, fui a la cocina, lavé todo, saludé a la gente que estaba abajo, abrí la puerta, salí. Caminé hasta el auto, vine hasta acá, casi choco, sí, sí, sí, porque el sol justo estaba dando, no importa, estaba medio en otra y el sol me dio en un cruce y el auto por suerte frenó porque yo realmente no lo había visto, así que lo hubiera chocado, pero salió todo bien. Llegué acá, estacioné, fui al baño, me compré un café, me compré un agua, hice una especie de merienda en el pasto, volví a ir al baño y después vine hasta acá y aquí estoy. Acá en la facultad por ejemplo me crucé con varias personas, así que nos saludamos, intercambiamos palabras. No sé qué decir, no sé en qué hacer el foco.
 Me levanté a eso de las seis y media, sonó la primera alarma, la ignoré, así que esperé, bueno en realidad me levanté a las siete con la segunda alarma, me bañé, fui al trabajo, fui por la misma ruta que hago siempre, no había nada raro. Sí, nada distinto. Llegué, estacioné, caminé al trabajo, en el trabajo fue un día común, así que no sabría resaltar nada, así como profundizar.
","[0.54573224 0.56022017 0.52010747 0.5066639  0.51008029 0.52065079
 0.5078499  0.52073582 0.57557935]","[0.9540136297194791, 0.9793404828476032, 0.9092180734521728, 0.8857168982485136, 0.8916892025870796, 0.9101678622811468, 0.8877901834112817, 0.9103164992518942, 1.006190393145185]"
36,37,doler cabeza día cursar así sentir decir anotar después amigo decir colaborar ciencia así decir buen gustar ciencia decir buen verdad ir colaborar así ahí decir buen ir hacer él sentir gana decir anotar momento cabeza tanto cosa querer anotar yo decir buen emocionado buen ver justo charlar dos profesor terminar carrera dato char él hacer futuro entonces emocionar montón buen saber final carrera tener tanto rama abierto poder visualizar él cerca saber rama querer sentir él cada vez cerca emocionar entonces cada char él cada evento hacer sentir cerca emocionar después empanado lunes horrible empanada verdura insulzar ensalada terrible feo buen después trabajar todo tarde así dolor cabeza acuerdo demás,"Me dolía la cabeza, estuve todo el día cursando, así que me sentía como diciendo ¿para qué me anoté? Pero después tuve un amigo que me dijo, no, estás colaborando con la ciencia, así que dije, bueno, como a mí me gusta la ciencia, dije, bueno, es verdad, vamos a colaborar, así que ahí dije, bueno, vamos a hacerlo y me sentí con más ganas, pero antes dije, por qué me anoté, en qué momento de mi cabeza con tantas cosas quería anotarme, porque dije que sí, pero bueno, eso. Estuve muy emocionada, porque, bueno, no tiene nada que ver con esto, pero justo charlamos con dos profesores, yo estoy terminando la carrera de datos y tuvimos como una charla más de qué hacer en el futuro, entonces eso me emocionó un montón, porque bueno, es como, no sé, cuando estás en el final de la carrera, tenés tantas ramas abiertas y el poder visualizarlo y estar más cerca y saber qué rama quiero y sentirlo cada vez más cerca, es como que emociona y entonces cada charla o cada evento que tengo que me hace sentir más cerca, es como que emociona. Y después, nada, las empanadas de lunes son horribles, las empanadas de verdura, insulza, la ensalada, terrible, muy fea, pero bueno, después ya estuve como trabajando durante toda la tarde, así que fue más el dolor de cabeza lo que me acuerdo que todo lo demás.
",[0.76862433 0.74505952 0.69500458],"[1.1696586549780608, 1.133798771430153, 1.0576273713846136]"
37,38,venir hacer tp sala lectura cero compus tp entregar semana venir venir hacer hacer par semana amigo dos celus compus micrófono terminar medio desconcentrado medio aburrido tp comer alfajor poder entrar aula entrar siempre 1106 sino ver cosa hacer entrar grupo chico decir obvio poder entrar cualquiera grupo funcionar saber cuánto detalle mas querés contar enchufé celular abajo cosa desenchufar computadora sentir todo bandida batería amigo cursar," Antes de venir estaba haciendo un TP en la sala de lectura del cero, estábamos en las compus. Es un TP que tenemos que entregar la semana que viene, venimos haciendo hace un par de semanas, estaba con un amigo, estábamos los dos con nuestros celus, porque las compus no tiene micrófono. Lo terminamos, yo estaba medio desconcentrada porque estaba medio aburrida ya del TP, me comí un alfajor. No pudimos entrar al aula que entramos siempre, que es la 1106, sino a la otra porque se ve que había otra cosa haciendo y entramos y había un grupo de chicos y nos dijo que sí obvio pueden entrar en cualquier grupo que funcione. No sé cuántos detalles mas querés que te cuente. Enchufé mi celular abajo de la cosa, desenchufé una computadora, me sentí toda una bandida porque no tenía batería y eso. Antes de eso con mi amigo también habíamos estado cursando.
",[0.56509352 0.57430184 0.5838747  0.55082875 0.62434733 0.69339621],"[0.8943107732934715, 0.9088837535499628, 0.924033661826009, 0.8717355098485157, 0.9880851942580751, 1.0973611923065245]"
